	sequences per sample	iteration	SAMPLE_112474	SAMPLE_112475	SAMPLE_112476	SAMPLE_112477	SAMPLE_112478	SAMPLE_112479	SAMPLE_112480	SAMPLE_112481	SAMPLE_112482	SAMPLE_112483	SAMPLE_112484	SAMPLE_112485	SAMPLE_112486	SAMPLE_112487	SAMPLE_112488	SAMPLE_112489	SAMPLE_112490	SAMPLE_112491	SAMPLE_112492	SAMPLE_112493	SAMPLE_112494	SAMPLE_112495	SAMPLE_112496	SAMPLE_112497	SAMPLE_112498	SAMPLE_112499	SAMPLE_112500	SAMPLE_112501	SAMPLE_112502	SAMPLE_112503	SAMPLE_112504	SAMPLE_112505	SAMPLE_112506	SAMPLE_112507	SAMPLE_112508	SAMPLE_112509	SAMPLE_112510	SAMPLE_112511	SAMPLE_112512	SAMPLE_112513	SAMPLE_112514	SAMPLE_112515	SAMPLE_112516	SAMPLE_112518	SAMPLE_112519	SAMPLE_112520	SAMPLE_112521	SAMPLE_112522	SAMPLE_112523	SAMPLE_112524	SAMPLE_112525	SAMPLE_112526	SAMPLE_112527	SAMPLE_112528	SAMPLE_112529	SAMPLE_112530	SAMPLE_112531	SAMPLE_112532	SAMPLE_112533	SAMPLE_112534	SAMPLE_112535	SAMPLE_112536	SAMPLE_112537	SAMPLE_112538
alpha_rarefaction_703_6.txt	703	6	20.93857	24.52023	26.70845	25.5716	25.78183	24.59599	27.44316	23.8669	25.26173	27.1592	23.86286	23.83274	21.06029	25.56499	24.8191	25.77971	26.90996	17.56707	27.30592	20.2465	24.07229	26.82996	23.53159	24.32806	18.09142	26.59929	17.7522	23.11644	23.37684	19.63847	18.53112	28.2	15.8599	19.42804	11.08115	18.27486	17.0828	11.23016	21.64868	20.3183	15.65913	15.95492	8.8074	12.55273	10.46573	26.02344	10.14324	10.66287	15.04009	19.33601	23.41464	27.83677	25.00763	20.10402	20.56698	14.55787	17.50597	23.06559	23.72125	22.66818	20.51798	21.5117	14.03828	19.36934
alpha_rarefaction_703_7.txt	703	7	21.99749	24.83438	27.6115	23.14361	26.41784	22.71619	25.89262	24.15504	21.72061	26.7551	25.27108	24.89093	20.40188	23.64911	24.12617	24.66942	28.33636	19.55148	24.5881	22.05624	23.60067	26.57299	21.97103	24.80933	18.66512	26.03523	16.30632	23.32207	21.34185	21.81656	18.55323	28.39781	14.50238	21.91129	11.76286	26.80856	17.80951	11.37374	21.62559	26.44269	11.42826	16.59756	8.52062	12.78388	9.89994	19.48502	10.76575	10.74498	14.39145	20.44634	14.45985	26.97868	25.54476	18.09245	19.60771	15.23192	15.9212	20.99542	23.24669	21.06114	20.62355	20.35131	14.5637	17.5491
alpha_rarefaction_703_8.txt	703	8	22.44594	25.09263	27.48804	24.46022	24.48008	26.05318	26.31231	23.15695	24.10854	26.4405	25.89782	25.74273	22.06768	26.13046	25.28032	23.55338	27.04942	20.1666	27.82657	22.7216	25.75842	24.10333	22.45889	24.78222	18.56551	23.92215	17.37104	22.77078	22.44506	19.58362	17.34785	26.62091	16.32555	21.93264	11.95918	27.28558	15.33422	12.02768	23.96089	20.87127	13.39143	15.08751	9.53201	14.01289	9.70766	18.88917	10.40067	11.34259	15.73638	17.71721	22.78534	26.5948	25.17086	25.21957	21.14073	14.37132	14.79706	20.82313	23.70801	21.24317	21.74599	20.37851	14.70239	18.5988
alpha_rarefaction_703_9.txt	703	9	22.74369	26.59432	27.84727	25.06791	24.88372	25.85223	25.19596	22.25506	23.57197	28.24459	23.81895	24.18364	22.31986	25.60908	25.4856	22.22667	26.68093	18.7375	26.15557	20.53113	25.41892	25.25475	24.7656	23.93915	25.93275	25.01454	18.52898	22.92154	22.87179	20.87673	20.6867	27.84168	16.47238	19.88738	13.15902	27.35102	16.84414	10.01178	22.68331	20.77635	13.76705	16.89669	9.25112	13.33787	11.21313	17.73622	10.69094	12.06817	14.37394	20.55591	15.73198	26.9762	26.11131	19.2887	19.13887	14.13477	15.52072	22.08547	23.60302	22.29073	21.06922	19.34304	13.88337	19.1268
alpha_rarefaction_802_0.txt	802	0	21.67826	24.07415	28.28511	24.23505	26.41987	24.28178	26.13144	24.58885	27.01213	27.48243	24.87926	24.60296	23.1687	26.47699	25.02239	25.20462	28.50275	19.70087	25.14708	20.41921	26.0387	27.63148	24.15926	24.18658	21.42687	27.5042	17.74074	23.2007	25.08065	23.46451	19.98841	27.29188	15.70979	22.55098	12.77866	28.24673	18.51673	19.09383	24.97436	23.54084	16.15243	14.53007	9.37894	13.67371	11.45195	20.6461	11.79459	11.41869	15.92497	28.26571	16.07729	28.7103	27.24597	19.54263	19.99617	13.07402	17.08099	22.26273	26.09288	24.00202	22.40879	21.78114	14.06757	18.30173
alpha_rarefaction_802_1.txt	802	1	23.33253	26.05839	28.38777	26.77367	27.19568	25.10619	28.93113	24.56569	24.65691	27.08635	25.3931	25.45346	22.78149	30.03294	26.35617	25.92873	29.50806	20.79157	26.61819	23.40645	26.06841	25.75922	25.24693	25.21494	19.86768	26.65497	18.02154	23.26216	22.91783	21.99297	18.67542	28.32651	16.10069	21.07562	10.86314	18.98281	16.77268	10.43743	23.61576	22.5973	15.29695	17.57569	9.32926	15.0367	10.27461	19.17563	10.59908	12.17227	15.59581	20.22315	24.0089	25.32136	28.79036	29.25501	22.23129	13.67719	16.33984	22.31386	26.22493	22.84697	21.33841	20.68695	24.10105	27.52879
alpha_rarefaction_802_2.txt	802	2	24.23627	25.15372	27.41805	26.68487	26.93507	25.08425	26.049	21.65115	25.73994	27.19663	25.20001	25.05763	22.96674	26.76255	25.21245	26.07092	27.6703	18.123	25.35167	19.23732	25.8523	25.69471	25.26454	26.82579	28.11291	26.78603	18.54104	24.32742	23.41313	21.21102	20.18534	28.21	16.21239	21.66799	11.81524	28.31999	18.75119	12.22092	23.96446	31.75904	14.18309	17.5848	9.8435	14.06677	11.5368	20.21862	11.92994	11.35815	14.6945	18.79735	23.85523	25.60244	26.52459	20.9196	20.24628	14.56118	15.63144	24.80775	26.16884	22.28484	19.27656	21.46653	15.5482	26.03692
alpha_rarefaction_802_3.txt	802	3	23.76589	27.39523	28.97028	24.58657	26.89857	23.88663	28.84528	24.23234	24.10977	27.48447	26.44291	25.30475	22.66928	28.58129	26.16213	25.54977	29.88066	19.85218	25.61651	21.88695	25.83317	26.27758	23.50559	25.05033	19.83118	25.87332	17.70666	23.64758	22.41728	20.75274	20.12705	28.04948	16.73569	22.36082	12.30746	27.64859	19.67455	12.15606	23.95879	29.91669	14.12084	15.6958	10.41262	13.82792	11.49361	19.75602	11.99406	11.31832	14.76263	19.86454	15.99743	27.03312	26.81601	20.08954	21.31536	14.70061	16.95109	23.57416	27.78885	21.9696	21.3385	22.72661	14.4938	20.92791
alpha_rarefaction_802_4.txt	802	4	23.38781	26.65331	28.72991	25.08444	28.20138	24.50707	26.67666	23.9481	24.07437	28.30355	28.09073	24.76053	22.54166	27.38598	26.16242	24.99605	28.68822	20.62495	26.47938	20.74193	26.9131	26.38379	24.33753	26.16254	19.5606	26.31767	18.59315	24.69498	24.26307	21.80487	21.74028	28.50825	16.51748	21.21623	12.61793	19.49776	18.42111	10.50224	23.26793	20.71855	14.1897	16.30594	10.63727	13.45165	11.20464	21.90726	10.49889	11.60818	13.81876	18.66388	16.2671	28.55161	26.37141	19.36364	21.0383	14.24695	16.72715	23.28222	26.58725	23.26244	21.87785	21.46419	15.42217	27.33685
alpha_rarefaction_802_5.txt	802	5	24.84041	26.59236	28.20945	24.9636	25.55675	25.08295	29.05092	21.38651	22.7161	29.49271	28.06133	25.35673	21.89391	25.99798	25.5014	26.62362	28.08865	18.18394	26.75895	21.63544	23.42035	26.08496	24.60065	26.85982	20.47623	28.65289	20.12103	23.62119	24.14348	23.23117	20.48354	27.03991	15.39057	20.50738	11.02972	27.50306	19.2552	11.35392	25.63829	22.30579	13.9397	17.47045	8.86215	14.00501	11.33403	29.07028	10.94631	11.00412	16.05697	19.1442	16.46447	27.56112	25.77562	19.8043	20.59869	15.69456	15.65911	21.6249	26.37334	23.05107	21.46225	21.69476	13.63156	20.20775
alpha_rarefaction_802_6.txt	802	6	21.5369	25.81569	27.27483	27.06616	24.60646	24.53106	27.94061	25.06653	25.43521	27.08251	27.37375	25.83965	22.6733	26.51693	25.11543	27.2201	29.1002	17.80725	25.55253	21.85288	27.43839	27.24891	25.17412	25.14235	28.60354	27.00474	17.98883	26.07627	22.43131	21.33252	19.91458	27.69765	14.88565	22.57342	10.83795	29.34571	18.71538	10.99731	24.91157	21.20337	13.89567	17.07976	9.73461	13.05226	10.76351	28.60592	10.40137	10.60805	15.96225	20.9164	16.19327	30.27965	25.93795	19.67831	22.5179	13.55029	15.5924	21.86914	25.23475	23.34573	20.90396	22.42596	15.09898	21.45213
alpha_rarefaction_802_7.txt	802	7	22.57898	24.64614	27.1689	25.49761	24.63962	26.76496	26.27898	23.61279	24.14538	28.02952	25.78053	25.36679	22.48406	25.38224	25.83887	26.73289	28.38385	19.41291	25.60914	21.30292	28.59889	26.05939	24.52717	25.69689	17.99775	27.08834	18.40977	24.28165	24.55814	20.47757	20.72013	28.19661	17.14841	20.20607	11.73682	20.14546	16.98742	12.46741	24.73564	23.67529	14.54937	18.03628	9.0556	13.40534	10.5831	18.97198	10.69264	12.60824	15.58247	27.6178	16.72807	27.61804	25.98254	18.92846	21.2907	13.08023	17.83272	22.93513	26.30814	23.15047	22.06118	21.64871	16.31841	19.78874
alpha_rarefaction_802_8.txt	802	8	21.6534	25.50625	28.84078	23.39353	24.82398	25.32243	26.07112	24.16843	23.58222	27.97561	25.65972	24.81568	23.49683	25.34274	26.09979	26.67843	28.81972	20.35855	27.84978	22.45285	28.23959	28.25611	33.08794	27.23894	20.35692	26.99988	17.72483	23.80913	22.51752	23.13746	18.42123	27.77855	15.63663	21.38876	14.30839	21.17732	17.70332	12.72158	24.16958	29.30074	15.10576	18.11343	17.84708	13.95381	10.39129	28.68111	11.29715	11.56703	15.69341	18.95175	24.3264	28.32769	27.80531	17.9142	21.08131	15.73161	18.67699	24.40974	25.95892	22.08395	21.24728	20.31124	14.22116	18.43985
alpha_rarefaction_802_9.txt	802	9	24.57914	24.6647	30.39975	26.50203	24.5209	22.75024	28.48093	21.79415	22.59434	27.88949	24.19437	25.21351	22.19883	27.80464	25.79521	26.36154	28.76002	19.65173	27.60286	21.98275	28.07031	27.45408	24.47618	25.57929	19.71821	27.123	19.88557	24.69417	23.48653	22.63176	19.92482	28.81479	16.84526	21.35188	11.21955	18.89216	17.46915	12.25102	24.9601	30.29999	16.12158	15.52399	9.27573	14.67104	10.45849	20.02391	10.3248	10.77327	13.93583	20.74368	15.23479	28.948	27.28606	19.60875	21.88952	16.16151	17.13051	24.0264	24.77026	20.33229	22.44137	19.94864	14.63428	20.0087
alpha_rarefaction_901_0.txt	901	0	24.19908	25.83707	28.28806	26.34988	27.65528	26.51021	28.93194	24.91315	26.55899	30.04046	27.16048	26.67824	24.60706	27.99408	29.27899	28.02901	29.56629	19.3318	28.13208	21.57663	27.28596	28.65381	26.47484	26.69978	22.7471	27.03273	19.77124	23.84908	23.58262	22.48888	20.87805	29.05267	15.21341	22.4066	11.34386	18.51818	17.58657	12.42713	33.09509	22.64554	14.79153	18.68752	10.05037	12.40056	12.19336	20.26306	11.84538	12.30914	16.6462	19.76187	17.79706	30.05391	26.37114	20.87076	22.16072	13.85971	17.06144	23.87099	24.56277	21.71312	22.37329	23.56394	15.18611	20.03232
alpha_rarefaction_901_1.txt	901	1	24.31168	24.79807	30.71702	26.76753	24.47816	26.1315	27.60089	24.02766	23.24388	29.79867	27.00177	26.35806	25.72881	25.53427	27.41013	28.77231	28.33631	19.86524	27.09838	22.1994	27.11198	29.21523	24.83318	27.42086	20.56972	28.67118	19.23653	25.15128	23.17167	23.20649	20.33295	29.15082	16.547	23.52891	11.91003	29.46748	19.87547	10.0476	25.14838	28.87705	13.41795	17.43781	9.72667	13.69574	11.50685	30.41416	11.24888	12.08523	15.53922	20.27797	15.72464	31.16866	25.60627	18.37911	22.59642	15.73987	16.02184	23.68268	29.81403	23.33814	22.87756	22.46427	14.8854	18.61568
alpha_rarefaction_901_2.txt	901	2	25.42962	26.22779	28.77437	26.10801	28.80088	26.08006	32.9941	23.53067	24.92179	28.20428	27.72294	27.51041	23.59541	26.90708	27.44843	26.46613	28.25244	19.82129	27.88529	21.72048	27.30923	28.2503	24.21098	28.10224	22.42829	27.33488	18.6928	26.02956	23.73612	21.46271	20.36804	30.25459	17.661	23.99217	12.46848	27.48294	19.53877	13.35477	26.38495	21.12351	16.443	17.00442	9.82697	14.35839	10.63976	29.38541	11.4564	10.76833	16.27512	22.24655	16.71945	29.00142	27.89133	21.22554	21.31312	13.49882	17.90074	25.09543	27.2209	24.47403	22.55274	21.73911	23.07812	20.33061
alpha_rarefaction_901_3.txt	901	3	26.65645	27.968	27.78773	26.60376	27.94994	26.64799	28.71204	25.66186	22.94206	30.20308	25.85718	26.75618	24.70882	27.05779	23.92991	27.27256	29.91748	22.91895	26.04962	21.74654	28.06829	27.20593	25.32536	26.05731	20.77201	27.90469	19.43262	25.61254	24.1551	22.30053	21.65479	30.03829	15.69786	21.89608	12.45848	29.72739	17.39124	12.28155	25.49092	21.89436	14.27932	18.75451	10.25024	14.08948	12.13027	28.54639	11.88892	11.7287	15.89508	21.68326	18.04233	28.88518	26.85208	21.23556	21.31227	16.22178	17.0026	23.03123	26.00828	24.49015	21.77727	21.88178	14.0449	18.23437
alpha_rarefaction_901_4.txt	901	4	24.4838	27.33992	29.8594	27.24059	29.05594	25.69138	28.36384	25.02205	25.39049	28.58507	25.28138	26.20493	23.0754	28.03285	29.67582	28.16448	29.38077	19.25934	27.90075	23.21976	26.55941	27.29587	25.60793	27.94729	20.69227	27.1032	19.52147	25.71127	23.62971	22.43545	19.27879	30.51225	15.90341	23.22091	12.27801	20.34539	19.0028	11.28836	26.41033	22.99189	12.72731	18.26954	10.04813	14.66339	13.99961	28.36172	13.27901	11.78642	16.34379	20.59054	17.27724	28.92473	27.30661	20.76155	24.06525	14.42305	16.33241	23.54291	24.80481	23.47772	23.05927	20.39137	15.98656	19.16916
alpha_rarefaction_901_5.txt	901	5	24.27171	27.32617	29.58548	26.52281	25.82265	26.24882	29.44002	23.81785	27.92695	28.80244	27.90085	26.90092	23.78651	26.92817	25.12292	26.24897	31.50896	21.63204	26.64445	22.50093	28.39738	28.74211	25.94358	27.51233	20.7164	28.53619	18.8202	25.34773	23.59003	22.10702	19.55509	28.19667	15.92668	21.63552	12.64975	20.10067	18.25377	13.35605	24.81529	22.41899	13.94725	19.15458	10.6651	14.1461	12.04626	20.35721	11.49177	12.45405	15.46778	19.74196	17.41196	29.14064	27.13102	22.58049	22.42391	13.69909	18.91544	24.78016	26.68749	22.67147	23.69651	23.56891	15.22173	20.16163
alpha_rarefaction_901_6.txt	901	6	26.40273	25.90138	28.72561	27.99046	27.55878	24.09851	26.8875	23.53972	25.9147	28.24168	25.90416	26.27843	23.28634	27.66861	28.18603	24.6605	30.35343	20.01003	27.26001	21.90653	26.77652	29.04525	25.59177	26.2653	20.46952	27.78714	20.19456	23.58892	24.28091	22.00969	20.02708	28.58062	16.10027	22.73565	13.96441	28.9276	17.05844	12.00778	25.15779	22.01127	14.9242	17.90027	9.69649	14.47232	10.85853	30.6859	11.31614	11.17967	16.40416	21.04482	17.19302	27.16696	27.87234	30.21913	20.62089	14.47501	16.19259	23.24403	25.75981	23.88175	22.545	22.70697	14.50912	18.51993
alpha_rarefaction_901_7.txt	901	7	24.09886	26.96153	29.00835	26.78884	26.01798	24.28405	28.72763	23.53451	25.78024	30.15583	28.35351	25.0648	24.33049	27.85498	26.78907	26.95113	29.90519	20.27574	29.21792	22.58041	27.38025	28.29482	26.32489	27.10074	19.41943	29.24153	18.98222	25.06336	24.26234	23.41609	18.52996	28.1617	15.66005	21.65741	21.18115	20.38246	18.77409	13.9426	24.79207	23.99583	15.90575	18.20325	10.77099	14.77549	11.3732	20.01731	11.97338	12.00179	15.49442	21.12355	18.09219	29.22068	27.23425	20.8871	23.94455	13.94596	17.60825	22.52723	27.62713	22.88418	22.64632	21.95989	14.62668	21.69605
alpha_rarefaction_901_8.txt	901	8	25.2081	26.99933	27.48409	25.58353	26.61105	24.94608	30.26318	26.40572	26.54881	30.17166	28.14781	25.69838	25.01062	27.06642	27.72488	26.24648	29.69952	20.36568	26.86159	22.7032	27.81165	27.37741	25.8754	28.15319	29.89741	28.74399	20.18447	24.54926	24.90259	22.24552	20.63536	27.8249	16.34419	22.16492	20.50227	18.95155	18.75453	13.17534	35.31425	22.75741	16.10233	16.81548	10.57695	12.99577	12.19526	29.26981	9.95854	12.05436	15.46264	19.55684	16.11108	31.16491	28.56305	20.90553	24.22055	15.28264	15.85268	24.59194	26.85811	24.26173	22.5379	22.57761	15.01944	18.49652
alpha_rarefaction_901_9.txt	901	9	25.98756	26.89441	29.18927	25.28403	24.01783	23.287	27.64782	25.09397	26.46899	29.6361	27.84421	26.50181	24.86036	28.30569	25.42386	27.50465	30.28991	19.71595	26.88175	22.0624	27.55224	29.0709	25.48474	26.37542	20.90024	27.00621	20.10143	25.24396	24.96251	23.83709	21.31401	28.6487	18.44779	23.07074	10.54636	18.57598	20.47209	11.99689	25.25474	23.12206	14.50592	17.616	9.2356	13.34837	11.62233	20.82877	11.8005	12.65607	15.57359	20.49154	16.95178	29.62062	28.7599	21.37832	20.61055	15.88351	16.22901	23.30146	26.31766	23.27306	22.60526	22.34506	16.29259	19.07538
alpha_rarefaction_1000_0.txt	1000	0	24.75479	27.47306	32.61722	26.50496	27.22201	26.13594	28.42829	24.78925	27.07104	29.65992	28.06701	27.01038	25.89038	27.93535	28.57271	27.09636	30.68272	22.13226	26.52448	22.85153	27.75672	28.10475	26.4284	29.90846	21.66641	28.93348	17.60096	26.26106	24.53628	23.85131	21.70466	29.77508	18.60344	24.14994	13.53093	21.30157	20.13399	13.15614	27.6078	23.31325	18.11699	18.93355	10.8371	14.45539	11.67171	22.32586	12.1489	12.22797	16.44673	30.54821	16.14553	31.48396	28.72838	21.4873	23.49175	15.19813	25.40069	23.0114	27.57367	24.74933	23.48103	23.48262	23.8621	21.84134
alpha_rarefaction_1000_1.txt	1000	1	23.95874	28.22561	29.36757	26.52491	26.09096	25.73635	29.25267	26.31791	25.1536	30.13511	28.68894	27.0736	22.97686	27.9327	27.37031	27.13884	30.29759	21.27012	27.94251	23.55151	28.28503	27.67476	27.38414	28.29797	21.78714	29.88714	19.53494	24.16852	24.77502	23.39973	20.13928	30.97762	16.81167	22.88831	11.83817	20.83116	20.03597	12.47381	26.09037	23.58173	15.12298	19.89629	9.24766	14.81723	13.92037	20.75137	12.1136	12.29499	15.91575	21.05401	17.18591	30.56657	28.36255	22.60312	25.94486	15.26491	17.46774	24.75893	28.51154	24.65015	23.76399	23.52722	15.60247	21.25326
alpha_rarefaction_1000_2.txt	1000	2	23.47821	26.84296	30.10472	26.14933	28.14398	27.30648	30.3152	25.07634	25.92941	31.72484	27.39183	27.61619	25.11793	30.53296	27.93924	29.75259	31.18587	21.77976	27.71498	23.68533	26.91866	30.33709	27.90839	28.12327	21.87364	29.9295	18.41243	26.02501	23.69768	24.36767	23.36355	30.35638	17.26183	25.35554	12.66676	28.6856	18.10449	11.35299	25.63869	24.86882	14.73538	17.29683	9.67849	15.05167	12.15045	23.88923	11.20458	10.74924	15.09139	19.87956	17.757	30.27517	28.64288	31.69327	22.72739	13.78094	17.30264	25.21838	28.90222	24.57768	24.26361	22.14391	15.31587	20.58376
alpha_rarefaction_1000_3.txt	1000	3	26.58836	28.98724	33.06286	25.40005	27.32791	27.14846	28.64816	24.06746	31.03482	32.3122	27.68767	27.53778	23.67383	29.30906	29.48579	28.9777	30.49007	23.16899	28.25002	24.54644	28.57709	29.54378	25.98178	29.13815	27.84339	27.31029	20.1598	26.36038	25.42526	23.01321	21.1388	28.90862	17.05708	23.86529	13.15266	21.00276	19.8795	13.12012	26.33849	22.33867	16.19106	20.44286	9.63344	13.11369	12.42101	21.93941	12.0732	13.49151	16.71782	20.86633	18.42594	33.67082	27.83395	22.52511	22.88155	14.6865	17.17284	23.46921	26.41303	25.52411	22.77304	22.18052	15.56237	19.87013
alpha_rarefaction_1000_4.txt	1000	4	25.97983	28.70621	29.89438	27.98116	27.56789	27.14843	29.81698	25.37319	25.36556	31.81096	28.15448	28.69628	25.52438	27.88789	28.97161	26.93386	32.42939	22.29833	29.3739	22.95014	29.74835	28.29218	36.95503	27.74713	21.55988	30.36455	19.40091	25.1444	24.97866	23.25991	22.44192	29.3131	15.83372	22.25654	21.35622	20.60317	18.52169	13.23854	27.00349	30.8757	16.71977	17.67698	9.40599	15.03542	12.14956	22.15381	11.98619	13.43	15.11757	20.70651	16.60466	30.04992	27.56849	21.85034	24.98844	15.22182	18.13565	23.25449	26.82927	24.1037	21.9586	23.54474	16.5255	20.01658
alpha_rarefaction_1000_5.txt	1000	5	24.42735	28.33264	31.61412	29.03612	29.64708	26.31791	28.69754	26.03771	26.34712	30.96638	27.42866	27.98919	24.30241	29.99029	27.89257	27.41275	32.14267	21.97304	29.78489	21.06127	28.14833	28.5368	26.28155	27.96411	21.61752	28.79229	19.43033	25.62735	24.44501	22.82512	22.04096	30.02534	16.91291	23.98758	13.15608	19.94938	19.20148	12.78556	26.15411	30.05554	15.95988	18.50981	10.79441	13.38959	11.27536	19.34833	11.09878	12.42417	17.65474	20.73347	17.02329	31.04306	29.52139	21.61418	22.1731	14.7473	17.38452	27.19985	28.01567	25.8146	25.13433	22.62087	14.14065	21.74191
alpha_rarefaction_1000_6.txt	1000	6	25.89661	28.05872	31.36698	24.88315	26.69868	26.30675	28.93889	24.2139	25.75286	28.72138	29.25494	26.92598	26.75198	28.04509	27.40147	26.68484	29.86541	21.79796	27.97326	22.90323	26.72435	29.21078	26.24122	26.46593	21.19414	30.32004	18.1751	24.70566	25.51816	23.18884	21.85326	28.65988	16.8816	21.97012	20.73301	28.72166	20.04937	13.12234	27.76027	30.09757	16.88327	17.13001	10.24913	14.41265	11.26704	29.91312	10.89948	12.2829	15.92836	21.45337	17.97818	28.20596	27.37881	21.10167	23.03702	15.38986	16.46007	24.80611	27.65685	24.64462	24.19514	22.66598	15.00932	27.72291
alpha_rarefaction_1000_7.txt	1000	7	27.30045	28.34439	29.69103	26.85934	27.83828	26.85074	31.35187	24.00741	25.5717	29.58415	29.54924	29.97639	24.24428	28.77716	27.04522	26.32078	30.29745	21.03555	28.54119	23.19812	28.73597	27.34635	25.52106	29.34334	21.78776	29.11428	19.24238	26.60495	26.37354	22.23322	22.67384	29.51907	17.16547	25.25026	12.93817	21.07882	19.69174	12.47085	36.22046	22.24195	16.29802	19.06574	9.48116	14.27158	10.43697	20.08501	12.08047	12.23686	16.37105	22.553	17.62072	31.30745	29.31414	22.39122	23.20662	13.63997	19.30106	24.63564	27.50369	24.09135	23.44705	23.05102	15.45501	21.66215
alpha_rarefaction_1000_8.txt	1000	8	24.88151	27.13271	29.98805	28.50354	29.94827	27.25268	28.73092	24.5304	26.5911	29.44133	27.56058	27.3971	24.44241	28.52497	27.55755	26.9307	32.21682	21.08328	27.89907	21.10235	29.53879	29.48734	24.68379	30.58882	21.72243	29.85239	20.01542	25.92599	25.24071	24.88697	21.37264	29.11979	17.28313	22.4495	13.12611	29.83019	19.63653	10.95488	25.88974	30.64986	16.07298	18.10813	9.23121	14.00965	11.36024	21.53254	10.28175	12.77578	15.0655	19.74397	16.82636	28.96588	28.39609	21.96385	23.74831	17.38241	18.06738	26.17705	28.8795	24.17403	22.86974	23.75493	15.3843	20.32908
alpha_rarefaction_1000_9.txt	1000	9	27.11214	29.79923	30.96225	25.91816	25.77339	26.89039	29.0684	25.50491	25.52183	30.6034	28.41855	24.10277	24.67214	27.90951	28.58124	27.36799	33.08809	21.87004	26.47743	23.64913	29.43151	29.57641	25.39035	28.22692	23.05924	27.6992	20.08284	25.45812	25.46582	24.01525	21.622	29.04417	18.02016	22.49349	12.77054	20.70075	19.52465	12.87286	25.44637	22.7828	15.93393	18.47038	10.87157	13.43882	12.12262	27.20977	11.48006	12.45467	17.35795	20.38248	16.7657	30.59964	28.7926	20.9954	26.30455	15.82633	17.77397	23.44216	29.90573	26.04069	21.7731	22.9365	14.75431	19.03744
